hp_response_id,source_row,PROLIFIC_PID,treatment,allocation,memory,hp,social_proximity,sp_num,Market,category_num,category,classification_origin,similarity_dg_kw_control_rater_1,similarity_dg_kw_control_rater_2,similarity_dg_kw_control_rater_3,similarity_dg_kw_control_mean,similarity_dg_kw_market_rater_1,similarity_dg_kw_market_rater_2,similarity_dg_kw_market_rater_3,similarity_dg_kw_market_mean
HP1294,1294,672d2977ae54935ef84a2b74,kw,6.0,I find it similar to theft. ,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,30,33,36,33.0,11,8,9,9.333333333333334
HP1295,1295,60299d096ab1b93a43d650a7,kw,6.0,Similar to capitalism because it involves exploiting someone else to make more money for myself.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,27,31,25,27.666666666666668,12,10,15,12.333333333333334
HP1296,1296,596214729955ee00015bce36,lt,6.0,This is essentially stealing their money.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,31,33,38,34.0,11,9,9,9.666666666666666
HP1297,1297,5eac3597d327962548ce2cd3,kw,12.0,"Its the equivalent of walking past someone asking for money in the street - you have it, but you're not sharing it with anyone. ",12,Abstract stranger,1,0,3,Self-interest,inherited_hpmin,57,61,47,55.0,10,8,8,8.666666666666666
HP1298,1298,5f68fe45f544c70bb0f525e6,lt,6.0,Bullying the other person out of any share,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,31,35,31,32.333333333333336,7,6,6,6.333333333333333
HP1299,1299,66f0a4b44573af0b7f3ecb3d,lt,6.0,"Rude, that would leave the participant with nothing",12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,62,63,47,57.333333333333336,9,4,7,6.666666666666667
HP1300,1300,66535915cbec1d69819d3933,lt,6.0,Pure capitalism,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,22,38,20,26.666666666666668,8,5,5,6.0
HP1301,1301,652d345392daf75ed7f323a6,kw,12.0,Using gambling,12,No mention of recipient,0,0,2,Mutual Benefit / Cooperation,inherited_hpmin,4,12,13,9.666666666666666,7,12,5,8.0
HP1302,1302,666344916bdba2e2c980dcd0,lt,6.0,this is like swapping with someone else,12,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,10,13,28,17.0,10,13,10,11.0
HP1303,1303,5c6c917e5902c9000164116c,kw,12.0,"When I was a teenager and I received pocket money from my parents, I would give any to my friends as it was mine.",12,Friend,4,0,3,Self-interest,inherited_hpmin,54,63,47,54.666666666666664,16,8,8,10.666666666666666
HP1304,1304,66786fd4594ab649c244de43,kw,6.0,i guess its similar to me having no money,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,7,17,11,11.666666666666666,7,2,3,4.0
HP1305,1305,606494cd5aa6eec759e99983,kw,12.0,eating food because I am hungry and don't wish to share,12,No mention of recipient,0,0,3,Self-interest,inherited_hpmin,55,57,44,52.0,9,8,6,7.666666666666667
HP1306,1306,6419cfe35db47397bee1b0e1,lt,6.0,Taking money from marginalized groups.Colonization. Billionaires.,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,24,31,22,25.666666666666668,6,8,6,6.666666666666667
HP1307,1307,6431c58ce5be91cd5c2c5d8f,lt,6.0,This feels like a tax that takes money away.,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,19,25,22,22.0,13,18,14,15.0
HP1308,1308,611e7207aaf352cb4c807e78,kw,11.5,keeping all of my money,12,No mention of recipient,0,0,3,Self-interest,inherited_hpmin,64,77,54,65.0,16,12,8,12.0
HP1309,1309,66baeb26193b68793e6575f2,lt,6.0,"I feel like this is similar to having an enemy. If I don't like you at all or I have a grudge against you, I am taking your money away for myself.",12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,32,34,39,35.0,11,10,8,9.666666666666666
HP1310,1310,5e70bf61017e070009a8a738,kw,6.0,I find it similar to how I donate to big companies cause they just want to use the donations as a tax write off ,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,24,35,22,27.0,7,13,7,9.0
HP1311,1311,5ea29c5cad06661b01230684,lt,4.0,see first answer!,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,2,5,3,3.3333333333333335,1,0,1,0.6666666666666666
HP1312,1312,60a56378aa5f55ddac516adc,lt,6.0,I find it similar to stealing money from someone.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,31,33,35,33.0,11,9,9,9.666666666666666
HP1313,1313,5e580bcf4782bd01723249e2,lt,12.0,stealing money from someone else,12,Abstract stranger,1,0,0,No clear justification,inherited_hpmin,30,33,35,32.666666666666664,11,9,9,9.666666666666666
HP1314,1314,676c67883fa1ba4ea4eb05a7,kw,12.0,saying no to a charity donation in a shop at the till,12,No mention of recipient,0,0,3,Self-interest,inherited_hpmin,51,61,48,53.333333333333336,9,9,9,9.0
HP1315,1315,558965bffdf99b74158d77dd,lt,8.0,Taxing the other person,12,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,22,27,27,25.333333333333332,16,18,17,17.0
HP1316,1316,6000cfb6be1cd0204ed257c7,lt,10.0,This situation would be similar to robbery or pickpocketing. I am taking money from another person.,12,Abstract stranger,1,0,3,Self-interest,inherited_hpmin,29,32,36,32.333333333333336,12,9,9,10.0
HP1317,1317,5f5ce7f940a2614f6cb6e747,kw,12.0,This is me keeping my money instead of donating any to someone else or an organization. ,12,Abstract stranger,1,0,3,Self-interest,inherited_hpmin,62,70,54,62.0,15,9,9,11.0
HP1318,1318,6155e95c0808b015514b34e0,lt,6.0,I find it similar to taking away four dollars from my friend.,12,Friend,4,0,3,Self-interest,gpt_5_6_round7,34,33,41,36.0,13,11,10,11.333333333333334
HP1319,1319,5c4e68d8bcc3dc00015501fb,kw,6.0,This would be similar to receiving a paycheck and keeping it all to invest or pay bills.,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,54,57,48,53.0,18,18,13,16.333333333333332
HP1320,1320,59f38493da08940001d4e599,lt,6.0,This feels like taking money from someone.  Money that doesn't belong to you.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,32,32,39,34.333333333333336,13,9,10,10.666666666666666
HP1321,1321,63d5438c43c3c41d0ffd96c0,lt,12.0,"This is someone paying me for something, say buying an item from me.",12,Abstract stranger,1,0,2,Mutual Benefit / Cooperation,inherited_hpmin,18,29,27,24.666666666666668,47,33,37,39.0
HP1322,1322,5de92feac16a6b000e8add98,lt,6.0,Stealing from someone who has less,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,31,32,35,32.666666666666664,11,9,8,9.333333333333334
HP1323,1323,5d6807f9778de5001a120d9a,lt,12.0,Keeping the money for myself as the ruling class.,12,No mention of recipient,0,0,3,Self-interest,inherited_hpmin,41,45,36,40.666666666666664,8,5,7,6.666666666666667
HP1324,1324,5ea7f2a576434f0008303441,lt,12.0,winning someones last $4 in a game,12,Abstract stranger,1,0,3,Self-interest,inherited_hpmin,23,25,22,23.333333333333332,15,16,8,13.0
HP1325,1325,59d44f0a078dbe00019511a9,lt,12.0,Taking money or taxing the other individual. ,12,Abstract stranger,1,0,3,Self-interest,inherited_hpmin,25,28,29,27.333333333333332,15,15,17,15.666666666666666
HP1326,1326,5d6ebbf926b44400175f445a,kw,6.0,Being disappointed when you check your purse to see if you have any money in there and it's empty.,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,5,11,9,8.333333333333334,2,3,3,2.6666666666666665
HP1327,1327,6701f65ca63a3fae9d2e820e,lt,10.5,I thing this is a fair choice reminds me of my family ,12,Friend,4,0,1,Moral,inherited_hpmin,22,26,18,22.0,6,2,3,3.6666666666666665
HP1328,1328,657b0ede27d064a99e80f7f2,lt,8.0,This is similar to a coworker taking part of someone elses paycheck or bonus for their own benefit.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,29,33,34,32.0,24,25,23,24.0
HP1329,1329,629e11c0d89e0c18f21e687a,kw,12.0,Not sharing at all. Eating the pizza all by myself. My friend gets none of it.,12,Friend,4,0,3,Self-interest,inherited_hpmin,67,65,49,60.333333333333336,12,10,8,10.0
HP1330,1330,5e42c26bcea1861491e28258,lt,8.0,really do not see any point in doing this and have no story to compare,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,1,8,1,3.3333333333333335,0,0,1,0.3333333333333333
HP1331,1331,63cfefc43323e05d2a6f554b,lt,4.0,Asking to borrow money from friends or family ,12,Friend,4,0,1,Moral,gpt_5_6_round7,38,28,47,37.666666666666664,14,17,11,14.0
HP1332,1332,6539445c1ace74e4d496f8e0,lt,8.0,I bought my friend a meal deal. ,12,Friend,4,0,1,Moral,gpt_5_6_round7,17,23,18,19.333333333333332,12,18,14,14.666666666666666
HP1333,1333,669a88248079035630cd7587,lt,6.0,"Transfer of wealth to billionaires - I already have more than the other person and their wealth transfers to me, making me wealthier and even more powerful.",12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,27,30,29,28.666666666666668,10,11,10,10.333333333333334
HP1334,1334,643b6eed100835cd04b81bd5,lt,6.0,I would be loweing my amount,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,20,24,20,21.333333333333332,9,17,8,11.333333333333334
HP1335,1335,604e839302a74c2f2990f713,kw,6.0,Homeless guy harasses me for money on the underground. I don't pay.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,50,60,47,52.333333333333336,8,8,8,8.0
HP1336,1336,66e34d0934e6711bedcc6e1f,lt,6.0,"Stealing. I don't do this in real life, I wouldn't expect to transfer -$4 to the other person",12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,32,35,43,36.666666666666664,11,9,9,9.666666666666666
HP1337,1337,6288200662bdd110ddecad7a,lt,12.0,"I find this most similar to collecting rent as a landlord, where I am acting as the landlord.",12,No mention of recipient,0,0,0,No clear justification,inherited_hpmin,14,25,19,19.333333333333332,31,31,30,30.666666666666668
HP1338,1338,5bc913d99427200001dd47f5,lt,6.0,Pickpocketing them,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,28,31,33,30.666666666666668,10,9,8,9.0
HP1339,1339,6272c6f165b55d496f5fae1a,kw,6.0,Keeping everything to myself,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,63,64,49,58.666666666666664,13,9,7,9.666666666666666
HP1340,1340,58daa58731506e0001448ccf,kw,9.0,I imagine that I knew the other participant was already wealthy.,12,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,40,42,38,40.0,7,3,5,5.0
HP1341,1341,5727d93522e522000e7a0a3c,kw,8.0,You are greedy and want to keep it all to yourself.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,57,62,46,55.0,7,5,6,6.0
HP1342,1342,67aa4c3d54c8e17bcc8a7975,lt,8.0,Taking money from someone else's pocket.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,30,32,34,32.0,11,9,9,9.666666666666666
HP1343,1343,6108353b27dad2165c694212,lt,6.0,Taking money from someone who needs it.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,32,31,35,32.666666666666664,10,9,8,9.0
HP1344,1344,6605e2b8ed85746d2f6aed25,lt,8.0,"I find it similar to two friends going and getting a drink. The first friend paid last time, so he takes 4 dollars from the other friend the second time around. This money is owed and the balance is made fair by taking the 4 dollars.",12,Friend,4,0,1,Moral,gpt_5_6_round7,21,39,36,32.0,23,27,19,23.0
HP1345,1345,641640ace28d2bb30c45c595,kw,6.0,I work a job and keep all the money to myself,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,51,55,48,51.333333333333336,17,17,11,15.0
HP1346,1346,55d7805c69dbc30012b67f32,lt,6.0,"When a friend discovered that she held the winning ticket for a prize draw, she kept the money for herself even though it had been me who paid for the ticket ",12,Friend,4,0,3,Self-interest,gpt_5_6_round7,49,57,36,47.333333333333336,19,22,14,18.333333333333332
HP1347,1347,5ea166af93435d0008a8a341,kw,8.0,Feeling guilty that I've won and the other person hasn't,12,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,40,32,28,33.333333333333336,6,4,4,4.666666666666667
HP1348,1348,5d61547443c13200193ccb12,lt,8.0,Stealing or screwing them over,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,28,31,33,30.666666666666668,9,9,8,8.666666666666666
HP1349,1349,596de39c9fd5ee0001b704c3,kw,6.0,Like the government handing money to working people,12,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,17,24,17,19.333333333333332,8,11,7,8.666666666666666
HP1350,1350,5fb3d71c3144730009fe4a7b,lt,6.0,This is equal to being greedy. The person wants everything for themselves. ,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,53,47,43,47.666666666666664,7,4,6,5.666666666666667
HP1351,1351,5e7a0da5c8327f0406f24b9a,kw,12.0,just life in america. keeping for yourself instead of sharing.,12,No mention of recipient,0,0,3,Self-interest,inherited_hpmin,51,54,40,48.333333333333336,7,8,6,7.0
HP1352,1352,65dfd1cdf84b3237168a720b,kw,12.0,keeping all my winnings to myself,12,No mention of recipient,0,0,3,Self-interest,inherited_hpmin,59,68,51,59.333333333333336,18,16,8,14.0
HP1353,1353,6392360efb6e254ffd31e722,kw,12.0,I find it similar to us not knowing each other and not ever meeting the other person.,12,Abstract stranger,1,0,0,No clear justification,inherited_hpmin,20,30,18,22.666666666666668,2,1,3,2.0
HP1354,1354,5e90b34a9e934e3ccc7330ba,lt,6.0,Stealing from someone,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,30,32,34,32.0,11,9,9,9.666666666666666
HP1355,1355,57d0a0bee3221e00015fe385,kw,12.0,find it similar to scrooge. seems mean to not share,12,Abstract stranger,1,0,1,Moral,inherited_hpmin,52,51,44,49.0,6,4,6,5.333333333333333
HP1356,1356,5d59d45948766d0018949d58,kw,12.0,"I find this similar to being bequeathed money in a will by someone who I am not close to, but they have left nothing to a close relative, and when suggested that I pass at least some of it on to them, that I have just decided to keep it all myself.",12,Abstract stranger,1,0,3,Self-interest,inherited_hpmin,59,58,50,55.666666666666664,16,16,13,15.0
HP1357,1357,659615bbb34696ca92b045c6,lt,7.0,Stealing.,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,28,31,32,30.333333333333332,10,9,8,9.0
HP1358,1358,57aa96584cda6e0001842142,kw,6.0,Someone who really needs the money and can't afford to give any away,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,50,54,41,48.333333333333336,9,8,7,8.0
HP1359,1359,6640b22bdbc5620b17c3f375,kw,6.0,I did the work to earn the $12 and the other person did not so I kept all the money.,12,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,45,64,50,53.0,30,24,18,24.0
HP1360,1360,6640bdfe02e53e598b28c8a8,kw,6.0,I find this similar to just paying for myself whether that be a meal etc ,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,17,33,20,23.333333333333332,16,22,13,17.0
HP1361,1361,5d548912e1c7130018e019dc,kw,7.0,walking past a homeless person who is begging for money and not giving them anything,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,53,61,48,54.0,9,8,8,8.333333333333334
HP1362,1362,62681384fd4e3b590854ac76,lt,6.0,Me robbing the other person.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,29,31,33,31.0,11,9,8,9.333333333333334
HP1363,1363,5d53326a70729700015efb69,kw,8.0,Giving away all the money. ,12,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,73,74,46,64.33333333333333,15,16,7,12.666666666666666
HP1364,1364,64337cc5c12109dc730de8c6,kw,9.0,"This reminds me of being given a gift from a grandparent, and not wanting to share it with my siblings, so I keep all the money for myself.",12,Friend,4,0,3,Self-interest,gpt_5_6_round7,61,67,50,59.333333333333336,16,10,9,11.666666666666666
HP1365,1365,647be991db1ffbd6bbcc5bc6,kw,6.0,Doing nothing,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,18,56,31,35.0,1,1,2,1.3333333333333333
HP1366,1366,5d4699cbda9cb60015aa45f7,lt,6.0,Stealing,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,28,31,32,30.333333333333332,10,9,8,9.0
HP1367,1367,63d546d88ccf3a038620bb8c,lt,8.0,Stealing money.,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,29,31,33,31.0,10,9,8,9.0
HP1368,1368,6758b26446c5556e1afcc4ca,lt,6.0,What it feels like to exist when you're poor (unexpected expenses),12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,4,17,14,11.666666666666666,4,4,2,3.3333333333333335
HP1369,1369,679023f5b7572e2b6cb86bf7,kw,8.0,Taking all of the credit for something,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,13,18,19,16.666666666666668,4,8,5,5.666666666666667
HP1370,1370,547272b4fdf99b44c5647418,kw,11.0,This is like passing a hungry person on the street but keeping eating all the food you have - even if you don't necessarily need it all.,12,Abstract stranger,1,0,1,Moral,inherited_hpmin,59,60,47,55.333333333333336,10,8,7,8.333333333333334
HP1371,1371,5bd6b1636546650001036115,lt,12.0,I find this similar to getting a small gift from another person like a coworker. ,12,Teammate / coworker,3,0,1,Moral,inherited_hpmin,7,23,24,18.0,9,13,11,11.0
HP1372,1372,665990d77206343f142e900b,kw,6.0,Being incredibly selfish and not sharing like a child would do.,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,55,58,46,53.0,6,5,6,5.666666666666667
HP1373,1373,66cba302d70a26c630d75afc,kw,8.0,greedy,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,38,38,27,34.333333333333336,4,2,4,3.3333333333333335
HP1374,1374,5f5ba70b547cf6320759e068,lt,6.0,Stealing from another person.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,30,32,35,32.333333333333336,11,9,9,9.666666666666666
HP1375,1375,631b32b0796f2941b55e7d58,lt,6.0,I find it similar to being greedy,12,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,40,41,39,40.0,5,3,5,4.333333333333333
HP1376,1376,67ace31300abf1fb686b8ce1,kw,6.0,A salesperson keeping their entire commission ,12,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,22,34,22,26.0,28,38,32,32.666666666666664
HP1377,1377,6486aa634b94f1dd568fd487,kw,6.0,Working at a job,12,Teammate / coworker,3,0,0,No clear justification,gpt_5_6_round7,5,12,12,9.666666666666666,11,12,11,11.333333333333334
HP1378,1378,6541138589de324968b6c99d,kw,6.0,"Being greedy and not sharing anything, even to those in need.",12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,54,59,45,52.666666666666664,7,5,7,6.333333333333333
HP1379,1379,5975b75a2356570001085d0c,lt,8.0,Like taking someone's last bit of cash when they have no money left and you could leave them with it and be kind.  They tell you they've only got 4$ left to last the week to eat and you take that anyway.,12,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,34,29,38,33.666666666666664,11,11,9,10.333333333333334
