StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q4,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q244_First Click,Q244_Last Click,Q244_Page Submit,Q244_Click Count,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,transfer,reasons,beliefs,beliefs_hp,attention_check,story,Q_DataPolicyViolations
2026-04-21 15:28:44,2026-04-21 15:28:58,0,,100,13,1,2026-04-21 15:28:58,R_1YVA7au2QaOZ96Q,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,69dcf1009f18b459e839364c,69e7979b84a85b871203404e,69e7557895b8b62fbc3c50b8,,,,,0,,
2026-04-21 15:24:33,2026-04-21 15:29:25,0,,100,292,1,2026-04-21 15:29:26,R_7WURSIR1EKjf4Bk,,,,,,,anonymous,EN,1,,,1,1,3,2,"James has been going through it financially. When he had no savings left he found out he was eligible for assistance. He went to the agency to collect it, found his acquaintance Mark was there and wasn't selected for the funds. He's wondering whether or not to help Mark or keep the money to himself. ",0,0,2.011,0,9.672,9.672,10.851,1,They will get a total of 9$ and could send me 1-2$,2.677,5.819,7.502,4,,,,,9.554,14.077,15.134,8,0,0,0.208,0,0,3,69cff96f804a6ced14cb87d1,69e796aa963c4b2144897baf,69e7557895b8b62fbc3c50b8,3,They will get a total of 9$ and could send me 1-2$,2,0.5,1,4,
2026-04-21 15:22:53,2026-04-21 15:30:17,0,,100,443,1,2026-04-21 15:30:18,R_3ISpJfLuj0ET6zS,,,,,,,anonymous,EN,1,,,1,1,3,2,"James had financial troubles and applied for assistance, which he received. His neighbor, Mark, had also applied for the same assistance but was rejected. James is now trying to decide if he should keep all of the money for himself or give some to his neighbor because he's also struggling.",0,0,2.007,0,21.342,29.049,30.586,2,By sending $2 that will be multiplied by 3 we both end up with the same about of money. It seems very fair.,13.828,13.828,14.814,1,,,,,,,,,0,0,0.103,0,0,4,65959ca89bf4b8a6672ff24c,69e79645409252432df91cd1,69e7557895b8b62fbc3c50b8,2,By sending $2 that will be multiplied by 3 we both end up with the same about of money. It seems very fair.,2,,1,4,
2026-04-21 15:16:54,2026-04-21 15:30:30,0,,100,816,1,2026-04-21 15:30:31,R_395kxhgqe38xgvf,,,,,,,anonymous,EN,1,,,1,1,3,2,James is have a financial rough patch. As a surprise he gets an email letting him know that a government aid program he had applied for months ago is going to give him the full aid amount. On his way to collect he bumped into Mark his neighbor who applied but was not selected. James know needs to decide whether to give Mark some of the money. James does really need the money and Mark is just an acquaintance. What should he do?,0,0,2.105,0,10.999,24.669,25.765,2,"I thought that is was a an even split as the 1.5 turn into 4.5 for my partner, so it is equal and they may send some back my way",27.279,27.279,28.275,1,,,,,17.883,17.883,21.689,1,0,0,0.215,0,0,4.5,69d7ebaa0c636510b15ce777,69e7949982e8f7b28606820e,69e7557895b8b62fbc3c50b8,1.5,"I thought that is was a an even split as the 1.5 turn into 4.5 for my partner, so it is equal and they may send some back my way",1,2,1,4,
2026-04-21 15:27:35,2026-04-21 15:31:07,0,,100,212,1,2026-04-21 15:31:08,R_1gwrR7U1IzELX3f,,,,,,,anonymous,EN,1,,,1,1,3,2,"He should give Max a portion of the bonus. If Max made a significant contribution, he/she is is entitled to a portion of the bonus rewarding that work. As a team leader, it is your responsibility to appropriately credit your team. ",0,0,2.008,0,7.983,9.06,10.168,2,I split it in half. It seems fair to me to approach with a 50/50 split. ,4.863,9.347,10.254,6,,,,,5.953,7.27,8.778,3,0,0,0.206,0,0,3,69e66191d343156a35bd9848,69e7975d2be664d7296e3066,69e7557895b8b62fbc3c50b8,3,I split it in half. It seems fair to me to approach with a 50/50 split. ,3,1.5,1,2,
2026-04-21 15:28:24,2026-04-21 15:32:38,0,,100,253,1,2026-04-21 15:32:38,R_7nV2LXUGpcqBiMf,,,,,,,anonymous,EN,1,,,1,1,3,2,James really needed money and he applied for financial assistance. He eventually got this assistance and then he learned the Mark applied but didn't get any money. ,0,0,2.011,0,10.674,11.99,47.212,3,I thought that it wasn't fair that I got all the money so I wanted to make sure that they got 6 dollars. ,2.572,4.121,5.429,2,,,,,,,,,0,0,0.106,0,0,4,6960513e29dd18151ffe2284,69e7978d40c00404e7b0ddf3,69e7557895b8b62fbc3c50b8,2,I thought that it wasn't fair that I got all the money so I wanted to make sure that they got 6 dollars. ,0,,1,4,
2026-04-21 15:25:05,2026-04-21 15:33:27,0,,100,501,1,2026-04-21 15:33:27,R_7KdInStree6AY5C,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve was happy to earn a performance bonus for the very hard work he put into his sales goal. Steve is the team leader and was given the chance to give some of his earnings to Max who also made strong contributions.,0,0,2.004,0,22.414,47.802,49.998,4,I felt it was fair to evenly split the money.,6.184,6.184,8.367,1,,,,,16.855,20.062,21.597,2,0,0,0.215,0,1,3,5c005292232b6c000122198c,69e796c42f1267a36dab0b5c,69e7557895b8b62fbc3c50b8,3,I felt it was fair to evenly split the money.,2,2,1,2,
2026-04-21 15:26:58,2026-04-21 15:33:56,0,,100,417,1,2026-04-21 15:33:56,R_3hvHJvTf3FXi11f,,,,,,,anonymous,EN,1,,,1,1,3,2,James is struggling financially and he was selected for financial assistance by the government. When he went to collect the money he saw his neighbor Mark there who was not selected. James is now debating whether he should give some money to Mark or keep it all to himself.,0,0,2.005,0,15.479,18.922,20.689,4,"Giving away $2 isn't that huge of a deal for me. I will still have $4. Since the amount that I will be sending will be multiplied by $3, meaning they will receive $6, I am okay with just giving them $2. I don't feel I am losing out.",24.288,27.269,28.601,3,,,,,,,,,0,0,0.214,0,0,4,69c44bd8843c8d1085444dca,69e7973b49d96be511ced476,69e7557895b8b62fbc3c50b8,2,"Giving away $2 isn't that huge of a deal for me. I will still have $4. Since the amount that I will be sending will be multiplied by $3, meaning they will receive $6, I am okay with just giving them $2. I don't feel I am losing out.",1,,1,4,
2026-04-21 15:30:27,2026-04-21 15:34:11,0,,100,224,1,2026-04-21 15:34:11,R_8sAmuDHwSubKmuE,,,,,,,anonymous,EN,1,,,1,1,3,2,"James needed some money and received an unexpected letter confirming he could receive financial aid, he then felt guilty as his neighbour Mark was not accepted to receive the same and felt unsure whether to give some to Mark or keep for himself as he needed it.",0,0,2.111,0,5.516,8.558,9.571,2,I wanted to make a fair amount for both parties so we both earn good from the amount provided.,3.868,8.042,10.488,2,,,,,,,,,0,0,0.213,0,0,4,67252ccdf91cf97c0989172d,69e7980e95437311ed3a2112,69e7557895b8b62fbc3c50b8,2,I wanted to make a fair amount for both parties so we both earn good from the amount provided.,1,,1,4,
2026-04-21 15:29:30,2026-04-21 15:34:48,0,,100,317,1,2026-04-21 15:34:48,R_6sdMQnuFMOGnDfH,,,,,,,anonymous,EN,1,,,1,1,3,2,"James is a man who is financially struggling. He applies for financial assistance and finds out he's been accepted. When he gets to the welfare office, he notices that his neighbor, Mark, was also struggling with money but was not accepted for financial help. He then thinks of whether it would be a good idea to give some of the money to his neighbor. ",0,0,2.027,0,6.852,8.32,9.73,2,"I wanted the money to go fairly between myself and the other participant. I felt anything less than half would not be fair, so I split the money evenly between the two of us. ",3.813,21.26,22.578,11,,,,,11.722,11.722,12.806,1,0,0,0.215,0,0,3,66d8c2c523d09f6fb9a8de07,69e797c79c9b058a1317fbf9,69e7557895b8b62fbc3c50b8,3,"I wanted the money to go fairly between myself and the other participant. I felt anything less than half would not be fair, so I split the money evenly between the two of us. ",5,3,1,4,
2026-04-21 15:22:40,2026-04-21 15:34:49,0,,100,729,1,2026-04-21 15:34:49,R_1uJ14JD6kTuw7GO,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve, the team leader, got bonus, he has an option to share it with MAX who contributed to the team success. Steve has a complete freedom in choosing weather to share bonus. There is an open question at the end, if what decision will Steve take. ",0,0,2.015,0,11.783,25.353,26.23,7,"I chose to give entire $6 away, since it will be tripled before player 2 receives it. There are two choices, either player 2 decides to keep $18 which is like a huge bonus rly, so even if they keep entire $18, honestly good for them, I don’t care. There is also slight chance that they might see my kindness and respond back with sending me $9 like half of what they get, and than I will get more than initial amount. I’d take my chances ",2.153,21.854,25.264,12,,,,,22.311,23.943,34.436,2,0,0,0.218,0,0,0,6998abd731d2ec50d067d5bd,69e79639aaf51dd2862531d9,69e7557895b8b62fbc3c50b8,6,"I chose to give entire $6 away, since it will be tripled before player 2 receives it. There are two choices, either player 2 decides to keep $18 which is like a huge bonus rly, so even if they keep entire $18, honestly good for them, I don’t care. There is also slight chance that they might see my kindness and respond back with sending me $9 like half of what they get, and than I will get more than initial amount. I’d take my chances ",9,1,1,2,
2026-04-21 15:30:06,2026-04-21 15:35:17,0,,100,310,1,2026-04-21 15:35:18,R_8RnjcIhZF56LUzL,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve has worked long hours recently along with his team mates. For working hard he and his team were awarded a performance bonus and he now needs to work out how to split the bonus.,0,0,2.006,0,5.379,8.181,10.055,4,I have not met player 2 in real life to justify why the deserve the money.,,,,,9.447,13.707,14.11,4,7.451,7.451,9.195,1,0,0,0.206,0,0,6,60bc017a075944ed76350d2e,69e797f8409252432df91d19,69e7557895b8b62fbc3c50b8,0,I have not met player 2 in real life to justify why the deserve the money.,1.5,2,1,2,
2026-04-21 15:27:39,2026-04-21 15:35:34,0,,100,475,1,2026-04-21 15:35:35,R_2w28zOTKcKmpAxH,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve's team was awarded a payment bonus for exceeding their sales target. The director has allocated the full bonus to Steve but told him he could give some to Max as he also worked hard on it too.,0,0,2.124,0,8.67,11.025,15.013,3,"As it is tripled, they would receive a significant amount too",5.45,8.299,10.227,2,,,,,,,,,0,0,0.219,0,1,4,58f501db575c01000180b65e,69e79762da909b73fb4eca7b,69e7557895b8b62fbc3c50b8,2,"As it is tripled, they would receive a significant amount too",1,,1,2,
2026-04-21 15:30:55,2026-04-21 15:36:21,0,,100,325,1,2026-04-21 15:36:21,R_7pgPoH8AXd7GUaU,,,,,,,anonymous,EN,1,,,1,1,3,2,The best idea is to split 50/50 with Max. He's going to find out anyway. ,0,0,2.007,0,8.139,11.206,13.338,3,I know  that player 2 will recieve $9 but I still get $3. He may send some back but it doesn't matter if he/she does not.,4.284,8.62,9.731,2,,,,,8.113,10.585,11.943,3,0,0,0.217,0,0,3,5f33f5c671dbfc2622aecda4,69e798276822a492e40406b5,69e7557895b8b62fbc3c50b8,3,I know  that player 2 will recieve $9 but I still get $3. He may send some back but it doesn't matter if he/she does not.,1,0,1,2,
2026-04-21 15:31:26,2026-04-21 15:36:29,0,,100,303,1,2026-04-21 15:36:30,R_123kBmYOH6U1cf6,,,,,,,anonymous,EN,1,,,1,1,3,2,James was on hard time but had just been selected to receive finical assistance. When he goes to collect he runs into Mark an acquaintance who is also struggling but did not get the aid. James wonders is he should help him.,0,0,2.112,0,6.657,6.657,7.478,1,I gave the other person a chance for us to split the highest pay out a piece.,8.919,8.919,9.652,1,,,,,5.159,5.159,5.83,1,0,0,0.21,0,0,0,6645f995e0681bc0c887d5a5,69e798481fab1df6c932500a,69e7557895b8b62fbc3c50b8,6,I gave the other person a chance for us to split the highest pay out a piece.,9,3,1,4,
2026-04-21 15:37:30,2026-04-21 15:37:42,0,,100,12,1,2026-04-21 15:37:42,R_7i26lsVfCsf08EF,,,,,,,anonymous,EN,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,69a1c1d26d23f052725cd9c3,69e799b1c97fb22f904cf1bb,69e7557895b8b62fbc3c50b8,,,,,0,,
2026-04-21 15:24:41,2026-04-21 15:37:51,0,,100,790,1,2026-04-21 15:37:52,R_62PDmJbvA8rji3O,,,,,,,anonymous,EN,1,,,1,1,3,2,"James is a man who is having financial struggles, he applied to a government welfare agency and got selected for financial assistance. He went to collect the money, but while out he saw his neighbor Mark who is also struggling financial and did not get selected so now James has to decide if he should give Mark any money. ",0,0,2.009,0,6.391,14.103,19.38,3,"If the amount is tripled then it is in my best interest to give it all to the other precipitate and hope, I'm given a reasonable amount of money back.",3.96,16.519,18.861,4,,,,,12.131,22.187,22.913,8,0,0,0.218,0,0,0,673ab55fbd547f84c9061dfe,69e796afb8e4d65bf8a44210,69e7557895b8b62fbc3c50b8,6,"If the amount is tripled then it is in my best interest to give it all to the other precipitate and hope, I'm given a reasonable amount of money back.",8,1.5,1,4,
2026-04-21 15:23:27,2026-04-21 15:38:02,0,,100,874,1,2026-04-21 15:38:02,R_5VwNp0GiWV7QdRm,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve and his team have exceeded their sales target and have been awarded a bonus. The bonus is allocated to Steve, who then has the choice to share with Max, his teammate.",0,0,2.11,0,6.284,6.284,12.058,1,"I sent that amount because it is exactly half of what I had. I am happy with that amount, even if the other person doesn't send anything back.",36.03,39.513,48.753,5,,,,,8.109,9.576,12.098,3,0,0,0.208,0,0,3,696947c56e15d186d4896340,69e7965ce7e98931b0d5011c,69e7557895b8b62fbc3c50b8,3,"I sent that amount because it is exactly half of what I had. I am happy with that amount, even if the other person doesn't send anything back.",3,1,1,2,
2026-04-21 15:32:57,2026-04-21 15:38:04,0,,100,307,1,2026-04-21 15:38:04,R_7PXpGTxnjkDJEYe,,,,,,,anonymous,EN,1,,,1,1,3,2,James finally received financial welfare. When he went to collect he found out his neighbor did not get accepted. ,0,0,2.009,0,2.853,8.005,9.158,5,Player 2 receives $9. If they send $3 back we both end with $6.,3.558,7.141,7.649,4,,,,,4.411,7.788,9.671,3,0,0,0.212,0,0,3,69d6e0e4ec9307b2f15a20eb,69e7983f8e00551fbaadec76,69e7557895b8b62fbc3c50b8,3,Player 2 receives $9. If they send $3 back we both end with $6.,3,1,1,4,
2026-04-21 15:18:37,2026-04-21 15:38:17,0,,100,1180,1,2026-04-21 15:38:18,R_1cUGApJMCIeS5DD,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve the head of the team, was awarded a performance bonus, for exceeding the company's sales target. Steve being a really good, and honest man and team leader, and was put in charge of allocation of the bonus money. Steve now has to decide how the bonus funds will be shared with the team, and with Max. and since Max was a essential part of the team, Steve has figure it all out.",0,0,2.135,0,46.454,54.237,56.557,3,I chose that amount to put myself and Player 2 in equal standing.,13.007,26.464,30.793,2,,,,,,,,,0,0,0.212,0,0,4,66635bba3a9f49a2dd23cac3,69e79541890c1da0b2c23258,69e7557895b8b62fbc3c50b8,2,I chose that amount to put myself and Player 2 in equal standing.,1,,1,2,
2026-04-21 15:28:10,2026-04-21 15:38:31,0,,100,621,1,2026-04-21 15:38:32,R_7MKaXmjFwe7JXYR,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve's team was awarded a performance bonus for a job well done on a sales target.  He was the team leader and he'd worked long hours to accomplish his pitch.  Steve was told that since he was the team leader he would get the full bonus.  It was up to Steve if he wanted to share his bonus.  I think that Steve should share his bonus with Max and give him one third to one half of the bonus.,0,0,2.005,0,12.463,12.463,22.735,1,I chose this amount because player two will be given 2 times 3 which is $6.  Six dollars is the same as I would be getting.,18.353,20.558,24.717,2,,,,,,,,,0,0,0.208,0,0,4,661db80aebfb3f4250cf72e5,69e79779e5cc12f0671a979f,69e7557895b8b62fbc3c50b8,2,I chose this amount because player two will be given 2 times 3 which is $6.  Six dollars is the same as I would be getting.,0,,1,2,
2026-04-21 15:31:21,2026-04-21 15:39:23,0,,100,482,1,2026-04-21 15:39:24,R_3GDkEptFzKiCEsS,,,,,,,anonymous,EN,1,,,1,1,3,2,"James applied and, after months, was approved to receive some financial assistance from a welfare agency.  He ran into his neighbor on the way to the office to collect the funds and heard his neighbor, Mark, had not gotten approved for assistance.  He now faces the dilemma of helping Mark, who needs some help, or keeping the funds he was able to secure for himself and his needs.",0,0,2.017,0,3.74,6.35,7.435,3,"If its to be multiplied by 3 the participant would receive $3, equal to mine of what was left. ",5.169,15.467,16.252,9,,,,,2.382,5.182,6.194,2,0,0,0.21,0,0,5,69b044b29b67828ca08bd0c7,69e7984259f3fb45578998d2,69e7557895b8b62fbc3c50b8,1,"If its to be multiplied by 3 the participant would receive $3, equal to mine of what was left. ",1,1,1,4,
2026-04-21 15:35:46,2026-04-21 15:39:32,0,,100,226,1,2026-04-21 15:39:33,R_2Gg2Ua6J4WbpDTp,,,,,,,anonymous,EN,1,,,1,1,3,2,"After receiving some unexpected help with his financial situation, James must decide if he will help his neighbour Mark who remains in a difficult financial position.",0,0,2.012,0,1.355,14.867,16.871,2,if player 2 does not send any money back we will both receive the same amount.,1.819,4.267,5.227,2,,,,,7.751,7.751,8.695,1,0,0,0.107,0,0,4.5,614a4492903df4380cb1a0c2,69e7994b52ea8959525e7871,69e7557895b8b62fbc3c50b8,1.5,if player 2 does not send any money back we will both receive the same amount.,0,1,1,4,
2026-04-21 15:37:11,2026-04-21 15:40:12,0,,100,181,1,2026-04-21 15:40:12,R_606s82q0knMlfIC,,,,,,,anonymous,EN,1,,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,69b9eb6fc198c8c244fc8f3a,69e7999d29f00aa752a1fbd8,69e7557895b8b62fbc3c50b8,,,,,1,,
2026-04-21 15:33:45,2026-04-21 15:40:25,0,,100,400,1,2026-04-21 15:40:26,R_3IXi0iwVuo0IOk8,,,,,,,anonymous,EN,1,,,1,1,3,2,James is having financial troubles then finds out he was approved for government assistance. He then learns his neighbor applied but got denied so James is deciding on sharing with the neighbor or not.,0,0,2.027,0,10.089,10.089,12.591,1,I wanted to share some but not all since it is being tripled,3.464,3.464,6.99,1,,,,,,,,,0,0,0.218,0,0,4,5d07ce1342a8400018a27494,69e798c822308585f811df60,69e7557895b8b62fbc3c50b8,2,I wanted to share some but not all since it is being tripled,0,,1,4,
