classification_id,memory_key,memory
WCLS03719,having wages reduced for being late,Having wages reduced for being late
WCLS03720,having your own interests at heart,having your own interests at heart
WCLS03721,he should be grateful i gave him anything ayall!!,he should be grateful i gave him anything ayall!!
WCLS03722,hedging a bet to assure some profit.,Hedging a bet to assure some profit.
WCLS03723,hellping them out by sharing extra stationary resources i ghave to help them do their work.,Hellping them out by sharing extra stationary resources I ghave to help them do their work.
WCLS03724,"help, gift, charity","help, gift, charity"
WCLS03725,helpful,helpful
WCLS03726,helpful but not enough in my opinion,Helpful but not enough in my opinion
WCLS03727,helpfulness as the price is being lowered but only a small amount,Helpfulness as the price is being lowered but only a small amount
WCLS03728,helping a bit without losing much,Helping a bit without losing much
WCLS03729,helping a colleague or friend in need.,Helping a colleague or friend in need.
WCLS03730,helping a familiar person in need.,Helping a familiar person in need.
WCLS03731,helping a friend,Helping a friend
WCLS03732,helping a friend buy something for her and her child whilst out on a playdate.,Helping a friend buy something for her and her child whilst out on a playdate.
WCLS03733,helping a friend do some work on their house and not even getting a thank you.,Helping a friend do some work on their house and not even getting a thank you.
WCLS03734,helping a friend in need but not continuing to check in on them or offer support after the initial favour.,Helping a friend in need but not continuing to check in on them or offer support after the initial favour.
WCLS03735,helping a friend out who was short of a few quid and i had the money to give,helping a friend out who was short of a few quid and I had the money to give
WCLS03736,helping a friend out with gas and sending them money.,Helping a friend out with gas and sending them money.
WCLS03737,helping a friend who is short of cash for a purchase (e.g. bus fare),helping a friend who is short of cash for a purchase (e.g. bus fare)
WCLS03738,"helping a friend. for example receive a bonus, or gift etc and give most of it to a friend or family member who has nothing, keeping only a small part for yourself.","Helping a friend. for example receive a bonus, or gift etc and give most of it to a friend or family member who has nothing, keeping only a small part for yourself."
WCLS03739,"helping a friend. i would share what i had to help a friend who needed it, or so we could share in an experience.","Helping a friend. I would share what I had to help a friend who needed it, or so we could share in an experience."
WCLS03740,helping a stranger,Helping a stranger
WCLS03741,helping but not too much,Helping but not too much
WCLS03742,helping cover costs of something small for a friend,Helping cover costs of something small for a friend
WCLS03743,helping for a lunch meal,helping for a lunch meal
WCLS03744,helping hand,helping hand
WCLS03745,helping my dad pay for groceries,helping my dad pay for groceries
WCLS03746,helping my grandkids who seem to have no sense of finances no matter how much we have tried to nurture them,Helping my grandkids who seem to have no sense of finances no matter how much we have tried to nurture them
WCLS03747,helping my sibling when they are in need.,Helping my sibling when they are in need.
WCLS03748,helping out a friend,Helping out a friend
WCLS03749,helping out a friend in need even thought it doesn't benefit me as much,Helping out a friend in need even thought it doesn't benefit me as much
WCLS03750,helping out a friend in need...by depriving yourself of some(but not all) money,Helping out a friend in need...by depriving yourself of some(but not all) money
WCLS03751,helping out a friend or sibling,Helping out a friend or sibling
WCLS03752,"helping out a friend, and equalizing conditions.","Helping out a friend, and equalizing conditions."
WCLS03753,helping out a person,Helping out a person
WCLS03754,helping out someone,Helping out someone
WCLS03755,helping out someone else because they need it more that i do.,Helping out someone else because they need it more that I do.
WCLS03756,helping out someone in greater need than me.,Helping out someone in greater need than me.
WCLS03757,helping out someone with nothing and treating them as an equal by sharing half of what you have.,Helping out someone with nothing and treating them as an equal by sharing half of what you have.
WCLS03758,helping out with a fundraiser,helping out with a fundraiser
WCLS03759,helping people in poor countries,Helping people in poor countries
WCLS03760,helping share a little,Helping share a little
WCLS03761,helping someone buy something in a shop such as chocolate or a newspaper. giving them enough to purchase the specific item,Helping someone buy something in a shop such as chocolate or a newspaper. Giving them enough to purchase the specific item
WCLS03762,helping someone by giving some cash in a bar by paying a tip on a round.,helping someone by giving some cash in a bar by paying a tip on a round.
WCLS03763,helping someone by giving them extra money they need.,Helping someone by giving them extra money they need.
