"classification_id","memory"
"WCLS10006","t is like splitting a reward evenly with another person, even if I originally received more, because I want both of us to walk away with an equal share"
"WCLS10007","T o a time someone didnt really want to help me"
"WCLS10008","T-shirt on sale with a $8 reduction."
"WCLS10009","Take money from the bank and being in the minus."
"WCLS10010","TAKING $2 FROM THE OTHER PERSON."
"WCLS10011","Taking $4 from their pot and not giving anything from my pot"
"WCLS10012","Taking $4 from them"
"WCLS10013","Taking $4 off them as they owe me money"
"WCLS10014","taking -$4 from another participant is like the government taking tax from you"
"WCLS10015","Taking /stealing money"
"WCLS10016","taking 2 for myself"
"WCLS10017","Taking 2 thirds of a cake and giving a friend a third"
"WCLS10018","taking 4 away"
"WCLS10019","taking 4 dollars from someone"
"WCLS10020","taking a break from work to bake something"
"WCLS10021","Taking a chance on the lottery"
"WCLS10022","Taking a cut price because your item has been live for ages."
"WCLS10023","Taking a friend and yourself out to lunch when they can't afford to pay."
"WCLS10024","Taking a handful of candy out of a package and giving the rest away to a stranger."
"WCLS10025","Taking a hit is similar to lending someone very close to me some money and only getting some back."
"WCLS10026","Taking a little bit of a large portion of sweet away from someone"
"WCLS10027","Taking a lolly from a baby"
"WCLS10028","Taking a loss by ensuring another person has more money than ypu"
"WCLS10029","Taking a loss on the data provided. Gifting it away."
"WCLS10030","taking a neutral position without enough info to inform a decision"
"WCLS10031","Taking a risk by increasing the amount I want someone to pay for something. They might say no."
"WCLS10032","taking a selfish risk"
"WCLS10033","Taking a significant pay cut and would not seem fair."
"WCLS10034","Taking a slight advantage of someone; like jumping a place in a queue; but I would think I deserved it because I had been alert while they were not paying much attention."
"WCLS10035","Taking a survey that is paying fairly and the company isn't profiting exorbitantly off my data."
"WCLS10036","taking achance on them"
"WCLS10037","taking advantage of someone"
"WCLS10038","Taking advantage of the situation"
"WCLS10039","taking advantage of your product and connections"
"WCLS10040","taking all"
"WCLS10041","Taking all of someone's 4 bananas to add to the 8 bananas I already have."
"WCLS10042","taking all of the cash for yourself."
"WCLS10043","Taking all that the other has"
"WCLS10044","taking all the food for yourself and leaving someone else no food"
"WCLS10045","Taking all the money and being greedy"
"WCLS10046","Taking all the money like big corporations do."
"WCLS10047","taking all the money on offer"
"WCLS10048","Taking all the oranges"
"WCLS10049","Taking all the reward for a bet I made not the other person"
"WCLS10050","taking all their money"
"WCLS10051","Taking all theor work / stationary resources that they need for work"
"WCLS10052","taking away"
"WCLS10053","Taking away $4 from the total any me paying more"
"WCLS10054","Taking away all of their money would be greedy."
"WCLS10055","Taking away from others."
"WCLS10056","Taking away profit from someone selling an item"
"WCLS10057","Taking away someone else's income."
"WCLS10058","Taking away something from someone"
"WCLS10059","Taking back a present you gave to someone."
"WCLS10060","Taking back funds that I did not want to give to the other party"
"WCLS10061","taking back money from someone who owes me"
"WCLS10062","Taking back my money"
"WCLS10063","Taking back part of the group allowance because someone didn't contribute."
"WCLS10064","taking candy from a baby"
"WCLS10065","Taking cash out of the homeless persons cap on the floor."
"WCLS10066","Taking change when donating to charity."
"WCLS10067","Taking credit for joint work. For example, 2 people work on a project, and only 1 person is given the opportunity to present the work. The person who presents it decided to take all the credit for themselves instead of acknowledging the other participant."
"WCLS10068","Taking everything and not caring about them"
"WCLS10069","Taking everything from someone."
"WCLS10070","taking everything myself."
"WCLS10071","Taking everything that they have while keeping what I have, like from a sibling's money jar"
"WCLS10072","Taking everything the other participant has"
"WCLS10073","Taking extra advantage unfairly."
"WCLS10074","taking extra resources from someone else, like claiming more candy from a shared bag than your sibling had been allocated."
"WCLS10075","taking food from someone else's plate without their permission"
"WCLS10076","taking food out of someone's mouth"
"WCLS10077","Taking four dollars from another person"
"WCLS10078","Taking four from my total"
"WCLS10079","Taking from a friend who is not necessarily able to give."
"WCLS10080","Taking from others"
"WCLS10081","Taking from somebody undeserving of a bonus eg. A lazy coworker not getting a bonus & me getting a big one"
"WCLS10082","taking from someone less fortunate"
"WCLS10083","taking from someone that already has nothing"
"WCLS10084","Taking from someone who already has half what I do"
"WCLS10085","taking from someone who could need it"
"WCLS10086","Taking from someone who has more. Making someone with a coat give it to someone who does not have one."
"WCLS10087","Taking from someone, which is worse than giving someone part of the allocated money"
"WCLS10088","Taking fuel and realising that the price has changed."
"WCLS10089","taking in turns with a friend to pay for dinner"
"WCLS10090","taking it as a payment for something"
"WCLS10091","Taking it in turns to pay for something."
"WCLS10092","Taking larger share but still giving some money to other participant as pity"
"WCLS10093","Taking less now to continue earning more in the future with this broker."
"WCLS10094","Taking money away from someone"
"WCLS10095","Taking money away from someone but you don't know them"
"WCLS10096","taking money away from those in need, for example people who work in insurance or really wealthy people"
"WCLS10097","Taking money back feels similar to when someone is overpaid by mistake and the extra amount has to be returned, even if the person receiving less would prefer to keep what they had."
"WCLS10098","TAKING MONEY BACK FROM SOMEONE AFTER OFFERING IT TO THEM"
"WCLS10099","Taking money back like repaying yourself for doing more work."
"WCLS10100","taking money back that you perhaps lent to someone"
"WCLS10102","Taking money from a friends countertop"
"WCLS10103","Taking money from a mothers purse"
"WCLS10104","Taking money from a person or company I really dislike!"
"WCLS10105","taking money from an innocent person"
"WCLS10106","Taking money from another participant"
"WCLS10107","Taking money from google after they sale my data to advertisers."
"WCLS10108","taking money from my parents when i was younger"
"WCLS10109","Taking money from somebody you don’t know in a game."
"WCLS10110","Taking money from somebody's wallet when they're out of the room - just enough that they won't notice unless they count. A cold and dishonourable act. A shameful act."
"WCLS10111","taking money from someone"
"WCLS10112","taking money from someone because i can It would not be right"
"WCLS10113","taking money from someone because I could and they would be none the wiser"
"WCLS10114","Taking money from someone because you have done more for them than they have for you and now they owe you"
"WCLS10115","Taking money from someone because you're greedy."
"WCLS10116","Taking money from someone else"
"WCLS10117","Taking money from someone that deserves to be treated equally."
